Datum;Altersklasse;Geschlecht;Anzahl_Personen
2022-08-21;10 - 19;FE;1
2022-08-21;10 - 19;MA;3
2022-08-21;20 - 29;FE;1
2022-08-21;20 - 29;MA;2
2022-08-21;30 - 39;FE;7
2022-08-21;30 - 39;MA;3
2022-08-21;40 - 49;FE;2
2022-08-21;40 - 49;MA;1
2022-08-21;50 - 59;FE;9
2022-08-21;60 - 69;FE;2
2022-08-21;60 - 69;MA;1
2022-08-21;70 - 79;FE;1
2022-08-21;70 - 79;MA;3
2022-08-21;80 - 89;FE;3
2022-08-22;> 89;FE;3
2022-08-22;00 - 09;FE;2
2022-08-22;00 - 09;MA;2
2022-08-22;10 - 19;FE;8
2022-08-22;10 - 19;MA;6
2022-08-22;20 - 29;FE;2
2022-08-22;20 - 29;MA;2
2022-08-22;30 - 39;FE;10
2022-08-22;30 - 39;MA;7
2022-08-22;40 - 49;FE;7
2022-08-22;40 - 49;MA;6
2022-08-22;50 - 59;FE;11
2022-08-22;50 - 59;MA;5
2022-08-22;60 - 69;FE;5
2022-08-22;60 - 69;MA;4
2022-08-22;70 - 79;FE;2
2022-08-22;70 - 79;MA;6
2022-08-22;80 - 89;MA;1
2022-08-23;> 89;FE;4
2022-08-23;> 89;MA;2
2022-08-23;00 - 09;FE;2
2022-08-23;00 - 09;MA;2
2022-08-23;10 - 19;FE;9
2022-08-23;10 - 19;MA;2
2022-08-23;20 - 29;FE;2
2022-08-23;20 - 29;MA;2
2022-08-23;30 - 39;FE;4
2022-08-23;30 - 39;MA;13
2022-08-23;40 - 49;FE;5
2022-08-23;40 - 49;MA;6
2022-08-23;50 - 59;FE;11
2022-08-23;50 - 59;MA;4
2022-08-23;60 - 69;FE;4
2022-08-23;60 - 69;MA;2
2022-08-23;70 - 79;FE;4
2022-08-23;70 - 79;MA;8
2022-08-23;80 - 89;FE;3
2022-08-23;80 - 89;MA;2
2022-08-24;> 89;MA;1
2022-08-24;00 - 09;MA;3
2022-08-24;10 - 19;FE;1
2022-08-24;10 - 19;MA;2
2022-08-24;20 - 29;FE;7
2022-08-24;20 - 29;MA;4
2022-08-24;30 - 39;FE;7
2022-08-24;30 - 39;MA;9
2022-08-24;40 - 49;FE;7
2022-08-24;40 - 49;MA;4
2022-08-24;50 - 59;FE;7
2022-08-24;50 - 59;MA;9
2022-08-24;60 - 69;FE;5
2022-08-24;60 - 69;MA;3
2022-08-24;70 - 79;FE;2
2022-08-24;70 - 79;MA;1
2022-08-24;80 - 89;FE;3
2022-08-24;80 - 89;MA;2
2022-08-25;00 - 09;FE;2
2022-08-25;00 - 09;MA;3
2022-08-25;10 - 19;FE;2
2022-08-25;10 - 19;MA;2
2022-08-25;20 - 29;FE;5
2022-08-25;20 - 29;MA;4
2022-08-25;30 - 39;FE;4
2022-08-25;30 - 39;MA;8
2022-08-25;40 - 49;FE;5
2022-08-25;40 - 49;MA;6
2022-08-25;50 - 59;FE;13
2022-08-25;50 - 59;MA;8
2022-08-25;60 - 69;FE;4
2022-08-25;60 - 69;MA;4
2022-08-25;70 - 79;FE;2
2022-08-25;70 - 79;MA;1
2022-08-25;80 - 89;FE;1
2022-08-25;80 - 89;MA;1
2022-08-26;> 89;MA;1
2022-08-26;00 - 09;FE;2
2022-08-26;00 - 09;MA;1
2022-08-26;10 - 19;FE;3
2022-08-26;10 - 19;MA;3
2022-08-26;20 - 29;MA;1
2022-08-26;30 - 39;FE;6
2022-08-26;30 - 39;MA;4
2022-08-26;40 - 49;FE;5
2022-08-26;40 - 49;MA;3
2022-08-26;50 - 59;FE;13
2022-08-26;50 - 59;MA;1
2022-08-26;60 - 69;FE;7
2022-08-26;60 - 69;MA;5
2022-08-26;70 - 79;FE;3
2022-08-26;70 - 79;MA;3
2022-08-26;80 - 89;FE;1
2022-08-27;20 - 29;MA;2
2022-08-27;30 - 39;FE;2
2022-08-27;30 - 39;MA;1
2022-08-27;40 - 49;FE;2
2022-08-27;50 - 59;MA;1
2022-08-27;60 - 69;MA;2
2022-08-27;70 - 79;FE;2
2022-08-27;70 - 79;MA;1
2022-08-28;> 89;FE;1
2022-08-28;00 - 09;FE;1
2022-08-28;10 - 19;MA;2
2022-08-28;30 - 39;FE;3
2022-08-28;30 - 39;MA;3
2022-08-28;40 - 49;FE;1
2022-08-28;40 - 49;MA;4
2022-08-28;50 - 59;FE;2
2022-08-28;50 - 59;MA;5
2022-08-28;60 - 69;FE;2
2022-08-28;70 - 79;FE;1
2022-08-28;70 - 79;MA;2
2022-08-28;80 - 89;FE;1
2022-08-28;80 - 89;MA;2
2022-08-29;00 - 09;FE;1
2022-08-29;00 - 09;MA;1
2022-08-29;10 - 19;MA;1
2022-08-29;20 - 29;FE;10
2022-08-29;20 - 29;MA;3
2022-08-29;30 - 39;FE;11
2022-08-29;30 - 39;MA;9
2022-08-29;40 - 49;FE;3
2022-08-29;40 - 49;MA;3
2022-08-29;50 - 59;FE;11
2022-08-29;50 - 59;MA;10
2022-08-29;60 - 69;FE;4
2022-08-29;60 - 69;MA;5
2022-08-29;70 - 79;FE;4
2022-08-29;70 - 79;MA;1
2022-08-29;80 - 89;FE;2
2022-08-29;80 - 89;MA;1
2022-08-30;> 89;MA;1
2022-08-30;00 - 09;FE;1
2022-08-30;10 - 19;FE;1
2022-08-30;10 - 19;MA;1
2022-08-30;20 - 29;FE;6
2022-08-30;20 - 29;MA;2
2022-08-30;30 - 39;FE;4
2022-08-30;30 - 39;MA;6
2022-08-30;40 - 49;FE;6
2022-08-30;40 - 49;MA;7
2022-08-30;50 - 59;FE;6
2022-08-30;50 - 59;MA;6
2022-08-30;60 - 69;FE;5
2022-08-30;60 - 69;MA;5
2022-08-30;70 - 79;FE;2
2022-08-30;70 - 79;MA;1
2022-08-30;80 - 89;FE;1
2022-08-30;80 - 89;MA;4
2022-08-31;> 89;FE;1
2022-08-31;00 - 09;FE;2
2022-08-31;10 - 19;MA;5
2022-08-31;20 - 29;FE;3
2022-08-31;20 - 29;MA;4
2022-08-31;30 - 39;FE;4
2022-08-31;30 - 39;MA;11
2022-08-31;40 - 49;FE;7
2022-08-31;40 - 49;MA;1
2022-08-31;50 - 59;FE;4
2022-08-31;50 - 59;MA;3
2022-08-31;60 - 69;FE;3
2022-08-31;60 - 69;MA;1
2022-08-31;70 - 79;FE;2
2022-08-31;80 - 89;FE;4
2022-08-31;80 - 89;MA;1
2022-09-01;> 89;FE;1
2022-09-01;00 - 09;MA;2
2022-09-01;10 - 19;FE;2
2022-09-01;10 - 19;MA;2
2022-09-01;20 - 29;FE;4
2022-09-01;20 - 29;MA;2
2022-09-01;30 - 39;FE;5
2022-09-01;30 - 39;MA;5
2022-09-01;40 - 49;FE;6
2022-09-01;40 - 49;MA;3
2022-09-01;50 - 59;FE;10
2022-09-01;50 - 59;MA;3
2022-09-01;60 - 69;FE;3
2022-09-01;60 - 69;MA;5
2022-09-01;70 - 79;FE;2
2022-09-01;70 - 79;MA;4
2022-09-01;80 - 89;FE;3
2022-09-02;00 - 09;FE;1
2022-09-02;00 - 09;MA;1
2022-09-02;10 - 19;FE;2
2022-09-02;10 - 19;MA;3
2022-09-02;20 - 29;FE;2
2022-09-02;20 - 29;MA;3
2022-09-02;30 - 39;FE;3
2022-09-02;30 - 39;MA;5
2022-09-02;40 - 49;FE;6
2022-09-02;40 - 49;MA;3
2022-09-02;50 - 59;FE;5
2022-09-02;50 - 59;MA;1
2022-09-02;60 - 69;FE;7
2022-09-02;60 - 69;MA;4
2022-09-02;70 - 79;FE;2
2022-09-02;70 - 79;MA;2
2022-09-02;80 - 89;FE;5
2022-09-02;80 - 89;MA;2
2022-09-03;> 89;FE;1
2022-09-03;00 - 09;MA;1
2022-09-03;10 - 19;FE;2
2022-09-03;10 - 19;MA;1
2022-09-03;20 - 29;FE;2
2022-09-03;20 - 29;MA;1
2022-09-03;30 - 39;FE;3
2022-09-03;30 - 39;MA;3
2022-09-03;40 - 49;FE;4
2022-09-03;40 - 49;MA;1
2022-09-03;50 - 59;FE;2
2022-09-03;50 - 59;MA;5
2022-09-03;60 - 69;FE;2
2022-09-03;70 - 79;FE;2
2022-09-03;70 - 79;MA;4
2022-09-03;80 - 89;FE;4
2022-09-03;80 - 89;MA;1
2022-09-04;> 89;FE;2
2022-09-04;00 - 09;FE;2
2022-09-04;10 - 19;MA;2
2022-09-04;20 - 29;FE;5
2022-09-04;30 - 39;FE;2
2022-09-04;40 - 49;FE;3
2022-09-04;40 - 49;MA;4
2022-09-04;50 - 59;FE;2
2022-09-04;60 - 69;FE;1
2022-09-04;60 - 69;MA;2
2022-09-04;70 - 79;MA;1
2022-09-04;80 - 89;FE;2
2022-09-04;80 - 89;MA;1
2022-09-05;> 89;FE;2
2022-09-05;10 - 19;FE;3
2022-09-05;10 - 19;MA;2
2022-09-05;20 - 29;FE;5
2022-09-05;20 - 29;MA;4
2022-09-05;30 - 39;FE;13
2022-09-05;30 - 39;MA;9
2022-09-05;40 - 49;FE;9
2022-09-05;40 - 49;MA;4
2022-09-05;50 - 59;FE;4
2022-09-05;50 - 59;MA;4
2022-09-05;60 - 69;FE;11
2022-09-05;60 - 69;MA;7
2022-09-05;70 - 79;FE;3
2022-09-05;70 - 79;MA;2
2022-09-05;80 - 89;FE;2
2022-09-05;80 - 89;MA;2
2022-09-06;> 89;FE;1
2022-09-06;00 - 09;MA;1
2022-09-06;10 - 19;FE;4
2022-09-06;10 - 19;MA;3
2022-09-06;20 - 29;FE;4
2022-09-06;20 - 29;MA;1
2022-09-06;30 - 39;FE;6
2022-09-06;40 - 49;FE;5
2022-09-06;40 - 49;MA;7
2022-09-06;50 - 59;FE;7
2022-09-06;50 - 59;MA;5
2022-09-06;60 - 69;FE;1
2022-09-06;60 - 69;MA;4
2022-09-06;70 - 79;FE;4
2022-09-06;70 - 79;MA;1
2022-09-06;80 - 89;FE;6
2022-09-06;80 - 89;MA;3
2022-09-07;00 - 09;MA;1
2022-09-07;10 - 19;MA;1
2022-09-07;20 - 29;FE;4
2022-09-07;20 - 29;MA;3
2022-09-07;30 - 39;FE;10
2022-09-07;30 - 39;MA;6
2022-09-07;40 - 49;FE;6
2022-09-07;40 - 49;MA;3
2022-09-07;50 - 59;FE;6
2022-09-07;50 - 59;MA;5
2022-09-07;60 - 69;FE;7
2022-09-07;60 - 69;MA;4
2022-09-07;70 - 79;FE;4
2022-09-07;70 - 79;MA;1
2022-09-07;80 - 89;FE;3
2022-09-07;80 - 89;MA;1
2022-09-08;> 89;MA;1
2022-09-08;00 - 09;FE;2
2022-09-08;00 - 09;MA;3
2022-09-08;10 - 19;MA;2
2022-09-08;20 - 29;FE;3
2022-09-08;20 - 29;MA;5
2022-09-08;30 - 39;FE;9
2022-09-08;30 - 39;MA;8
2022-09-08;40 - 49;FE;9
2022-09-08;40 - 49;MA;5
2022-09-08;50 - 59;FE;6
2022-09-08;50 - 59;MA;4
2022-09-08;60 - 69;FE;2
2022-09-08;60 - 69;MA;5
2022-09-08;70 - 79;FE;2
2022-09-08;70 - 79;MA;2
2022-09-08;80 - 89;FE;2
2022-09-09;> 89;FE;1
2022-09-09;> 89;MA;1
2022-09-09;00 - 09;FE;3
2022-09-09;10 - 19;FE;2
2022-09-09;10 - 19;MA;2
2022-09-09;20 - 29;FE;4
2022-09-09;20 - 29;MA;1
2022-09-09;30 - 39;FE;7
2022-09-09;30 - 39;MA;2
2022-09-09;40 - 49;FE;5
2022-09-09;40 - 49;MA;4
2022-09-09;50 - 59;FE;3
2022-09-09;50 - 59;MA;6
2022-09-09;60 - 69;FE;4
2022-09-09;60 - 69;MA;3
2022-09-09;70 - 79;FE;3
2022-09-09;70 - 79;MA;3
2022-09-09;80 - 89;FE;6
2022-09-09;80 - 89;MA;2
2022-09-10;10 - 19;MA;1
2022-09-10;20 - 29;FE;1
2022-09-10;20 - 29;MA;2
2022-09-10;30 - 39;FE;2
2022-09-10;30 - 39;MA;3
2022-09-10;40 - 49;FE;3
2022-09-10;50 - 59;FE;4
2022-09-10;50 - 59;MA;5
2022-09-10;60 - 69;FE;9
2022-09-10;60 - 69;MA;2
2022-09-10;70 - 79;FE;2
2022-09-10;80 - 89;FE;3
2022-09-10;80 - 89;MA;3
2022-09-11;> 89;FE;2
2022-09-11;00 - 09;MA;1
2022-09-11;20 - 29;FE;2
2022-09-11;20 - 29;MA;1
2022-09-11;30 - 39;FE;3
2022-09-11;30 - 39;MA;3
2022-09-11;40 - 49;FE;2
2022-09-11;40 - 49;MA;1
2022-09-11;50 - 59;FE;4
2022-09-11;50 - 59;MA;2
2022-09-11;60 - 69;FE;1
2022-09-11;60 - 69;MA;2
2022-09-11;70 - 79;MA;1
2022-09-11;80 - 89;FE;3
2022-09-11;80 - 89;MA;2
2022-09-12;> 89;FE;1
2022-09-12;00 - 09;FE;2
2022-09-12;10 - 19;FE;1
2022-09-12;20 - 29;FE;7
2022-09-12;20 - 29;MA;3
2022-09-12;30 - 39;FE;5
2022-09-12;30 - 39;MA;6
2022-09-12;40 - 49;FE;6
2022-09-12;50 - 59;FE;3
2022-09-12;50 - 59;MA;7
2022-09-12;60 - 69;FE;10
2022-09-12;60 - 69;MA;4
2022-09-12;70 - 79;FE;5
2022-09-12;70 - 79;MA;1
2022-09-12;80 - 89;FE;3
2022-09-12;80 - 89;MA;1
2022-09-13;> 89;FE;1
2022-09-13;00 - 09;FE;2
2022-09-13;10 - 19;MA;1
2022-09-13;20 - 29;FE;7
2022-09-13;20 - 29;MA;1
2022-09-13;30 - 39;FE;9
2022-09-13;30 - 39;MA;3
2022-09-13;40 - 49;FE;5
2022-09-13;40 - 49;MA;3
2022-09-13;50 - 59;FE;1
2022-09-13;50 - 59;MA;3
2022-09-13;60 - 69;FE;5
2022-09-13;70 - 79;FE;2
2022-09-13;70 - 79;MA;1
2022-09-13;80 - 89;FE;1
2022-09-13;80 - 89;MA;1
2022-09-14;> 89;FE;1
2022-09-14;00 - 09;FE;1
2022-09-14;00 - 09;MA;2
2022-09-14;10 - 19;FE;2
2022-09-14;10 - 19;MA;3
2022-09-14;20 - 29;FE;6
2022-09-14;20 - 29;MA;4
2022-09-14;30 - 39;FE;7
2022-09-14;30 - 39;MA;4
2022-09-14;40 - 49;FE;6
2022-09-14;40 - 49;MA;5
2022-09-14;50 - 59;FE;5
2022-09-14;50 - 59;MA;2
2022-09-14;60 - 69;FE;4
2022-09-14;60 - 69;MA;4
2022-09-14;70 - 79;FE;2
2022-09-14;70 - 79;MA;2
2022-09-14;80 - 89;FE;1
2022-09-14;80 - 89;MA;2
2022-09-15;> 89;FE;1
2022-09-15;> 89;MA;2
2022-09-15;00 - 09;FE;1
2022-09-15;10 - 19;FE;3
2022-09-15;10 - 19;MA;4
2022-09-15;20 - 29;FE;3
2022-09-15;20 - 29;MA;4
2022-09-15;30 - 39;FE;6
2022-09-15;30 - 39;MA;2
2022-09-15;40 - 49;FE;4
2022-09-15;40 - 49;MA;5
2022-09-15;50 - 59;FE;3
2022-09-15;50 - 59;MA;4
2022-09-15;60 - 69;FE;4
2022-09-15;60 - 69;MA;3
2022-09-15;70 - 79;FE;4
2022-09-15;70 - 79;MA;6
2022-09-15;80 - 89;FE;2
2022-09-15;80 - 89;MA;1
2022-09-16;> 89;FE;2
2022-09-16;> 89;MA;1
2022-09-16;10 - 19;FE;1
2022-09-16;10 - 19;MA;1
2022-09-16;20 - 29;FE;1
2022-09-16;20 - 29;MA;1
2022-09-16;30 - 39;FE;3
2022-09-16;30 - 39;MA;1
2022-09-16;40 - 49;FE;5
2022-09-16;40 - 49;MA;4
2022-09-16;50 - 59;FE;7
2022-09-16;50 - 59;MA;2
2022-09-16;60 - 69;FE;2
2022-09-16;60 - 69;MA;5
2022-09-16;70 - 79;FE;2
2022-09-16;70 - 79;MA;1
2022-09-16;80 - 89;FE;3
2022-09-16;80 - 89;MA;4
2022-09-17;> 89;FE;2
2022-09-17;10 - 19;FE;1
2022-09-17;10 - 19;MA;2
2022-09-17;20 - 29;MA;1
2022-09-17;30 - 39;FE;2
2022-09-17;30 - 39;MA;3
2022-09-17;40 - 49;FE;5
2022-09-17;40 - 49;MA;1
2022-09-17;50 - 59;FE;3
2022-09-17;50 - 59;MA;2
2022-09-17;60 - 69;FE;5
2022-09-17;70 - 79;FE;3
2022-09-18;20 - 29;MA;1
2022-09-18;30 - 39;FE;2
2022-09-18;30 - 39;MA;1
2022-09-18;40 - 49;FE;5
2022-09-18;40 - 49;MA;1
2022-09-18;50 - 59;FE;4
2022-09-18;50 - 59;MA;2
2022-09-18;60 - 69;FE;2
2022-09-18;60 - 69;MA;1
2022-09-18;70 - 79;FE;1
2022-09-18;70 - 79;MA;2
2022-09-18;80 - 89;FE;1
2022-09-19;00 - 09;FE;2
2022-09-19;00 - 09;MA;1
2022-09-19;10 - 19;FE;2
2022-09-19;10 - 19;MA;1
2022-09-19;20 - 29;FE;4
2022-09-19;30 - 39;FE;7
2022-09-19;30 - 39;MA;4
2022-09-19;40 - 49;FE;4
2022-09-19;40 - 49;MA;6
2022-09-19;50 - 59;FE;5
2022-09-19;50 - 59;MA;8
2022-09-19;60 - 69;FE;4
2022-09-19;60 - 69;MA;7
2022-09-19;70 - 79;FE;6
2022-09-19;70 - 79;MA;6
2022-09-19;80 - 89;FE;5
2022-09-19;80 - 89;MA;3
2022-09-20;> 89;MA;1
2022-09-20;00 - 09;FE;2
2022-09-20;00 - 09;MA;1
2022-09-20;10 - 19;MA;1
2022-09-20;20 - 29;FE;6
2022-09-20;20 - 29;MA;4
2022-09-20;30 - 39;FE;7
2022-09-20;30 - 39;MA;4
2022-09-20;40 - 49;FE;5
2022-09-20;40 - 49;MA;3
2022-09-20;50 - 59;FE;14
2022-09-20;50 - 59;MA;4
2022-09-20;60 - 69;FE;2
2022-09-20;60 - 69;MA;6
2022-09-20;70 - 79;FE;1
2022-09-20;70 - 79;MA;1
2022-09-20;80 - 89;MA;2
2022-09-21;10 - 19;MA;1
2022-09-21;20 - 29;FE;6
2022-09-21;20 - 29;MA;5
2022-09-21;30 - 39;FE;6
2022-09-21;30 - 39;MA;7
2022-09-21;40 - 49;FE;7
2022-09-21;40 - 49;MA;8
2022-09-21;50 - 59;FE;7
2022-09-21;50 - 59;MA;8
2022-09-21;60 - 69;FE;2
2022-09-21;60 - 69;MA;2
2022-09-21;70 - 79;FE;6
2022-09-21;70 - 79;MA;2
2022-09-21;80 - 89;FE;1
2022-09-22;00 - 09;FE;1
2022-09-22;20 - 29;FE;5
2022-09-22;20 - 29;MA;3
2022-09-22;30 - 39;FE;8
2022-09-22;30 - 39;MA;4
2022-09-22;40 - 49;FE;6
2022-09-22;40 - 49;MA;3
2022-09-22;50 - 59;FE;2
2022-09-22;50 - 59;MA;6
2022-09-22;60 - 69;FE;2
2022-09-22;60 - 69;MA;2
2022-09-22;70 - 79;FE;2
2022-09-22;70 - 79;MA;5
2022-09-22;80 - 89;FE;4
2022-09-22;80 - 89;MA;3
2022-09-23;> 89;FE;1
2022-09-23;> 89;MA;1
2022-09-23;00 - 09;FE;1
2022-09-23;00 - 09;MA;1
2022-09-23;20 - 29;FE;4
2022-09-23;20 - 29;MA;4
2022-09-23;30 - 39;FE;7
2022-09-23;30 - 39;MA;9
2022-09-23;40 - 49;FE;7
2022-09-23;40 - 49;MA;2
2022-09-23;50 - 59;FE;4
2022-09-23;50 - 59;MA;3
2022-09-23;60 - 69;FE;2
2022-09-23;60 - 69;MA;1
2022-09-23;70 - 79;FE;4
2022-09-23;70 - 79;MA;3
2022-09-23;80 - 89;FE;1
2022-09-23;80 - 89;MA;2
2022-09-24;> 89;FE;1
2022-09-24;20 - 29;FE;2
2022-09-24;20 - 29;MA;4
2022-09-24;30 - 39;FE;7
2022-09-24;30 - 39;MA;1
2022-09-24;40 - 49;FE;4
2022-09-24;40 - 49;MA;4
2022-09-24;50 - 59;FE;6
2022-09-24;50 - 59;MA;5
2022-09-24;60 - 69;FE;3
2022-09-24;70 - 79;FE;8
2022-09-24;70 - 79;MA;1
2022-09-24;80 - 89;FE;2
2022-09-24;80 - 89;MA;1
2022-09-25;> 89;FE;1
2022-09-25;20 - 29;FE;1
2022-09-25;20 - 29;MA;2
2022-09-25;30 - 39;FE;3
2022-09-25;40 - 49;FE;1
2022-09-25;40 - 49;MA;2
2022-09-25;50 - 59;FE;6
2022-09-25;50 - 59;MA;3
2022-09-25;60 - 69;FE;2
2022-09-25;60 - 69;MA;3
2022-09-25;80 - 89;FE;2
2022-09-25;80 - 89;MA;1
2022-09-26;> 89;FE;1
2022-09-26;> 89;MA;2
2022-09-26;00 - 09;FE;1
2022-09-26;00 - 09;MA;1
2022-09-26;10 - 19;FE;3
2022-09-26;20 - 29;FE;5
2022-09-26;20 - 29;MA;4
2022-09-26;30 - 39;FE;13
2022-09-26;30 - 39;MA;10
2022-09-26;40 - 49;FE;12
2022-09-26;40 - 49;MA;6
2022-09-26;50 - 59;FE;12
2022-09-26;50 - 59;MA;8
2022-09-26;60 - 69;FE;7
2022-09-26;60 - 69;MA;8
2022-09-26;70 - 79;FE;6
2022-09-26;70 - 79;MA;5
2022-09-26;80 - 89;FE;4
2022-09-27;> 89;FE;1
2022-09-27;> 89;MA;1
2022-09-27;10 - 19;MA;2
2022-09-27;20 - 29;FE;5
2022-09-27;20 - 29;MA;4
2022-09-27;30 - 39;FE;11
2022-09-27;30 - 39;MA;8
2022-09-27;40 - 49;FE;11
2022-09-27;40 - 49;MA;7
2022-09-27;50 - 59;FE;16
2022-09-27;50 - 59;MA;3
2022-09-27;60 - 69;FE;10
2022-09-27;60 - 69;MA;7
2022-09-27;70 - 79;FE;9
2022-09-27;70 - 79;MA;5
2022-09-27;80 - 89;FE;2
2022-09-27;80 - 89;MA;2
2022-09-28;> 89;FE;1
2022-09-28;00 - 09;FE;1
2022-09-28;00 - 09;MA;1
2022-09-28;10 - 19;FE;5
2022-09-28;20 - 29;FE;9
2022-09-28;20 - 29;MA;6
2022-09-28;30 - 39;FE;13
2022-09-28;30 - 39;MA;10
2022-09-28;40 - 49;FE;9
2022-09-28;40 - 49;MA;3
2022-09-28;50 - 59;FE;7
2022-09-28;50 - 59;MA;7
2022-09-28;60 - 69;FE;9
2022-09-28;60 - 69;MA;4
2022-09-28;70 - 79;FE;4
2022-09-28;70 - 79;MA;5
2022-09-28;80 - 89;FE;1
2022-09-28;80 - 89;MA;2
2022-09-29;> 89;FE;1
2022-09-29;00 - 09;FE;3
2022-09-29;00 - 09;MA;2
2022-09-29;10 - 19;FE;1
2022-09-29;10 - 19;MA;3
2022-09-29;20 - 29;FE;4
2022-09-29;20 - 29;MA;8
2022-09-29;30 - 39;FE;12
2022-09-29;30 - 39;MA;5
2022-09-29;40 - 49;FE;9
2022-09-29;40 - 49;MA;7
2022-09-29;50 - 59;FE;11
2022-09-29;50 - 59;MA;11
2022-09-29;60 - 69;FE;16
2022-09-29;60 - 69;MA;7
2022-09-29;70 - 79;FE;5
2022-09-29;70 - 79;MA;6
2022-09-29;80 - 89;FE;1
2022-09-29;80 - 89;MA;3
2022-09-30;00 - 09;MA;2
2022-09-30;10 - 19;FE;2
2022-09-30;20 - 29;FE;7
2022-09-30;20 - 29;MA;6
2022-09-30;30 - 39;FE;8
2022-09-30;30 - 39;MA;8
2022-09-30;40 - 49;FE;8
2022-09-30;40 - 49;MA;6
2022-09-30;50 - 59;FE;14
2022-09-30;50 - 59;MA;6
2022-09-30;60 - 69;FE;6
2022-09-30;60 - 69;MA;8
2022-09-30;70 - 79;FE;6
2022-09-30;70 - 79;MA;3
2022-09-30;80 - 89;MA;1
2022-10-01;> 89;MA;1
2022-10-01;10 - 19;FE;1
2022-10-01;10 - 19;MA;1
2022-10-01;20 - 29;FE;5
2022-10-01;20 - 29;MA;3
2022-10-01;30 - 39;FE;5
2022-10-01;30 - 39;MA;5
2022-10-01;40 - 49;FE;4
2022-10-01;40 - 49;MA;4
2022-10-01;50 - 59;FE;8
2022-10-01;50 - 59;MA;2
2022-10-01;60 - 69;FE;3
2022-10-01;60 - 69;MA;4
2022-10-01;70 - 79;FE;5
2022-10-01;70 - 79;MA;4
2022-10-01;80 - 89;FE;3
2022-10-01;80 - 89;MA;1
2022-10-02;> 89;FE;1
2022-10-02;> 89;MA;1
2022-10-02;00 - 09;FE;1
2022-10-02;20 - 29;FE;3
2022-10-02;20 - 29;MA;1
2022-10-02;30 - 39;FE;2
2022-10-02;30 - 39;MA;6
2022-10-02;40 - 49;FE;4
2022-10-02;40 - 49;MA;2
2022-10-02;50 - 59;FE;4
2022-10-02;50 - 59;MA;4
2022-10-02;60 - 69;FE;7
2022-10-02;60 - 69;MA;3
2022-10-02;70 - 79;MA;2
2022-10-02;80 - 89;FE;1
2022-10-03;10 - 19;MA;3
2022-10-03;20 - 29;FE;6
2022-10-03;20 - 29;MA;5
2022-10-03;30 - 39;FE;13
2022-10-03;30 - 39;MA;13
2022-10-03;40 - 49;FE;8
2022-10-03;40 - 49;MA;2
2022-10-03;50 - 59;FE;11
2022-10-03;50 - 59;MA;14
2022-10-03;60 - 69;FE;3
2022-10-03;60 - 69;MA;2
2022-10-03;70 - 79;FE;9
2022-10-03;70 - 79;MA;9
2022-10-03;80 - 89;FE;4
2022-10-03;80 - 89;MA;1
2022-10-04;> 89;FE;2
2022-10-04;00 - 09;MA;1
2022-10-04;10 - 19;FE;1
2022-10-04;20 - 29;FE;5
2022-10-04;20 - 29;MA;7
2022-10-04;30 - 39;FE;10
2022-10-04;30 - 39;MA;8
2022-10-04;40 - 49;FE;4
2022-10-04;40 - 49;MA;10
2022-10-04;50 - 59;FE;14
2022-10-04;50 - 59;MA;4
2022-10-04;60 - 69;FE;14
2022-10-04;60 - 69;MA;7
2022-10-04;70 - 79;FE;9
2022-10-04;70 - 79;MA;6
2022-10-04;80 - 89;FE;6
2022-10-04;80 - 89;MA;1
2022-10-05;> 89;FE;2
2022-10-05;00 - 09;FE;1
2022-10-05;10 - 19;FE;4
2022-10-05;10 - 19;MA;2
2022-10-05;20 - 29;FE;8
2022-10-05;20 - 29;MA;1
2022-10-05;30 - 39;FE;15
2022-10-05;30 - 39;MA;8
2022-10-05;40 - 49;FE;13
2022-10-05;40 - 49;MA;11
2022-10-05;50 - 59;FE;5
2022-10-05;50 - 59;MA;8
2022-10-05;60 - 69;FE;9
2022-10-05;60 - 69;MA;6
2022-10-05;70 - 79;FE;5
2022-10-05;70 - 79;MA;2
2022-10-05;80 - 89;FE;6
2022-10-05;80 - 89;MA;3
2022-10-06;> 89;FE;1
2022-10-06;00 - 09;FE;1
2022-10-06;10 - 19;MA;3
2022-10-06;20 - 29;FE;13
2022-10-06;20 - 29;MA;4
2022-10-06;30 - 39;FE;13
2022-10-06;30 - 39;MA;12
2022-10-06;40 - 49;FE;9
2022-10-06;40 - 49;MA;10
2022-10-06;50 - 59;FE;11
2022-10-06;50 - 59;MA;5
2022-10-06;60 - 69;FE;7
2022-10-06;60 - 69;MA;5
2022-10-06;70 - 79;FE;10
2022-10-06;70 - 79;MA;5
2022-10-06;80 - 89;FE;9
2022-10-06;80 - 89;MA;4
2022-10-07;> 89;FE;2
2022-10-07;> 89;MA;1
2022-10-07;10 - 19;FE;2
2022-10-07;10 - 19;MA;1
2022-10-07;20 - 29;FE;5
2022-10-07;20 - 29;MA;5
2022-10-07;30 - 39;FE;22
2022-10-07;30 - 39;MA;10
2022-10-07;40 - 49;FE;10
2022-10-07;40 - 49;MA;8
2022-10-07;50 - 59;FE;11
2022-10-07;50 - 59;MA;4
2022-10-07;60 - 69;FE;10
2022-10-07;60 - 69;MA;8
2022-10-07;70 - 79;FE;9
2022-10-07;70 - 79;MA;9
2022-10-07;80 - 89;FE;3
2022-10-07;80 - 89;MA;4
2022-10-08;> 89;FE;3
